date,home_team,away_team,home_score,away_score,tournament,location,home_elo_rating,away_elo_rating,home_elo_rank,away_elo_rank,home_market_value,away_market_value
2025-06-09,Kazakhstan,North Macedonia,0,1,World Cup qualifier,Kazakhstan,1402,1634,100,56,17700000.0,38680000.0
2025-06-09,Belgium,Wales,4,3,World Cup qualifier,Belgium,1846,1726,18,38,558200000.0,199050000.0
2025-06-09,Croatia,Czechia,5,1,World Cup qualifier,Croatia,1926,1749,9,35,357300000.0,179080000.0
2025-06-09,Estonia,Norway,0,1,World Cup qualifier,Estonia,1366,1866,118,14,7000000.0,504000000.0
2025-06-09,Botswana,Comoros,0,0,COSAFA Cup,South Africa,1350,1423,123,97,3080000.0,3280000.0
2025-06-09,Eswatini,Madagascar,1,1,COSAFA Cup,South Africa,1229,1313,155,135,1080000.0,8230000.0
2025-06-10,Latvia,Albania,1,1,World Cup qualifier,Latvia,1301,1627,136,56,17530000.0,81750000.0
2025-06-10,Netherlands,Malta,8,0,World Cup qualifier,the Netherlands,1975,1250,7,153,766000000.0,14750000.0
2025-06-10,Romania,Cyprus,2,0,World Cup qualifier,Romania,1681,1299,48,137,97200000.0,19100000.0
2025-06-10,San Marino,Austria,0,4,World Cup qualifier,San Marino,845,1845,204,18,1120000.0,258300000.0
2025-06-10,Serbia,Andorra,3,0,World Cup qualifier,Serbia,1837,1066,21,177,296500000.0,3340000.0
2025-06-10,China,Bahrain,1,0,World Cup qualifier,China,1403,1449,100,93,12480000.0,6230000.0
2025-06-10,Jordan,Iraq,0,1,World Cup qualifier,Jordan,1624,1550,57,72,16079999.0,19780000.0
2025-06-10,Japan,Indonesia,6,0,World Cup qualifier,Japan,1857,1357,16,121,263899999.0,30580000.0
2025-06-10,Finland,Poland,2,1,World Cup qualifier,Finland,1556,1682,71,47,41700000.0,214000000.0
2025-06-10,Kyrgyzstan,United Arab Emirates,1,1,World Cup qualifier,Kyrgyzstan,1332,1537,127,75,7580000.0,31130000.0
2025-06-10,Oman,Palestine,1,1,World Cup qualifier,Jordan,1501,1460,81,87,6100000.0,7630000.0
2025-06-10,Saudi Arabia,Australia,1,2,World Cup qualifier,Saudi Arabia,1591,1776,63,31,27630000.0,51330000.0
2025-06-10,South Korea,Kuwait,4,0,World Cup qualifier,South Korea,1770,1290,32,141,142200000.0,4350000.0
2025-06-10,Iran,North Korea,3,0,World Cup qualifier,Iran,1801,1375,26,116,34680000.0,6850000.0
2025-06-10,Saint Lucia,Barbados,2,1,World Cup qualifier,Saint Lucia,1038,938,183,192,250000.0,200000.0
2025-06-10,Panama,Nicaragua,3,0,World Cup qualifier,Panama,1729,1325,38,129,32400000.0,2580000.0
2025-06-10,Puerto Rico,St Vincent & Grenadines,2,1,World Cup qualifier,Puerto Rico,1134,1137,168,167,1180000.0,0.0
2025-06-10,Jamaica,Guatemala,3,0,World Cup qualifier,Jamaica,1588,1482,64,84,53850000.0,5400000.0
2025-06-10,Honduras,Antigua and Barbuda,2,0,World Cup qualifier,Honduras,1562,909,68,198,16300000.0,650000.0
2025-06-10,Guyana,Montserrat,3,0,World Cup qualifier,Guyana,1263,972,149,188,1500000.0,375000.0
2025-06-10,El Salvador,Suriname,1,1,World Cup qualifier,El Salvador,1389,1410,105,98,6960000.0,37650000.0
2025-06-10,Dominican Republic,Dominica,5,0,World Cup qualifier,the Dominican Republic,1288,968,142,189,18030000.0,0.0
2025-06-10,Curaçao,Haiti,5,1,World Cup qualifier,Aruba,1389,1498,105,82,28680000.0,56830000.0
2025-06-10,Cuba,Bermuda,1,2,World Cup qualifier,Cuba,1224,1168,156,162,2100000.0,375000.0
2025-06-10,Argentina,Colombia,1,1,World Cup qualifier,Argentina,2132,1950,2,8,761200000.0,300500000.0
2025-06-10,Uruguay,Venezuela,2,0,World Cup qualifier,Uruguay,1901,1745,12,36,362450000.0,62780000.0
2025-06-10,Peru,Ecuador,0,0,World Cup qualifier,Peru,1743,1906,37,11,28900000.0,366730000.0
2025-06-10,Brazil,Paraguay,1,0,World Cup qualifier,Brazil,2001,1825,5,23,908700000.0,134450000.0
2025-06-10,Bolivia,Chile,2,0,World Cup qualifier,Bolivia,1664,1689,51,46,19280000.0,72700000.0
2025-06-10,Uzbekistan,Qatar,3,0,World Cup qualifier,Uzbekistan,1707,1517,42,78,79280000.0,17930000.0
2025-06-10,Saint Kitts and Nevis,Grenada,2,3,World Cup qualifier,Saint Kitts and Nevis,1025,1106,185,173,575000.0,1750000.0
2025-06-10,Bangladesh,Singapore,1,2,Asian Cup qualifier,Bangladesh,907,1082,199,176,7740000.0,4380000.0
2025-06-10,Costa Rica,Trinidad and Tobago,2,1,World Cup qualifier,Costa Rica,1659,1396,52,103,18700000.0,10100000.0
2025-06-10,East Timor,Maldives,1,0,Asian Cup qualifier,Australia,689,841,223,205,925000.0,950000.0
2025-06-10,Brunei,Bhutan,2,1,Asian Cup qualifier,Brunei,670,621,225,230,680000.0,690000.0
2025-06-10,Ukraine,New Zealand,2,1,Canadian Shield,Canada,1799,1602,27,60,288200000.0,31700000.0
2025-06-10,Canada,Ivory Coast,0,0,Canadian Shield,Canada,1785,1587,29,65,129050000.0,514900000.0
2025-06-10,Hong Kong,India,1,0,Asian Cup qualifier,Hong Kong,1147,1142,164,165,3600000.0,4800000.0
2025-06-10,Laos,Nepal,2,1,Asian Cup qualifier,Laos,716,926,218,195,1320000.0,1330000.0
2025-06-10,Lebanon,Yemen,0,0,Asian Cup qualifier,Kuwait,1327,1121,128,172,6430000.0,1850000.0
2025-06-10,Malaysia,Vietnam,4,0,Asian Cup qualifier,Malaysia,1291,1321,140,131,7130000.0,6380000.0
2025-06-10,Myanmar,Pakistan,1,0,Asian Cup qualifier,Myanmar,951,815,190,209,3130000.0,3440000.0
2025-06-10,Philippines,Tajikistan,2,2,Asian Cup qualifier,the Philippines,1133,1288,169,142,6430000.0,7700000.0
2025-06-10,Sri Lanka,Taiwan,3,1,Asian Cup qualifier,Sri Lanka,781,881,212,202,885000.0,1920000.0
2025-06-10,Turkmenistan,Thailand,3,1,Asian Cup qualifier,Turkmenistan,1251,1351,152,122,2950000.0,6380000.0
2025-06-10,Angola,Malawi,1,0,COSAFA Cup,South Africa,1545,1256,74,151,52200000.0,2049999.0
2025-06-10,Namibia,Lesotho,3,0,COSAFA Cup,South Africa,1380,1222,113,159,2080000.0,675000.0
2025-06-10,South Africa,Mauritius,0,0,COSAFA Cup,South Africa,1557,1095,70,175,41150000.0,850000.0
2025-06-10,Zimbabwe,Mozambique,3,1,COSAFA Cup,South Africa,1398,1432,102,95,7100000.0,30100000.0
2025-06-10,Syria,Afghanistan,1,0,Asian Cup qualifier,Saudi Arabia,1443,1057,94,179,7200000.0,325000.0
2025-06-11,Botswana,Zambia,3,3,COSAFA Cup,South Africa,1352,1383,122,111,3080000.0,14630000.0
2025-06-11,Tanzania,Eswatini,2,1,COSAFA Cup,South Africa,1396,1217,103,159,7530000.0,1080000.0
2025-06-13,Angola,Madagascar,4,1,COSAFA Cup,South Africa,1560,1298,71,137,52200000.0,8230000.0
2025-06-13,South Africa,Comoros,3,1,COSAFA Cup,South Africa,1569,1411,68,97,41150000.0,3280000.0
2025-06-14,Mexico,Dominican Republic,3,2,CONCACAF Championship,the United States,1815,1286,24,143,79800000.0,18030000.0
2025-06-15,South Africa,Angola,0,3,COSAFA Cup,South Africa,1523,1606,75,61,41150000.0,52200000.0
2025-06-15,Comoros,Madagascar,1,0,COSAFA Cup,South Africa,1425,1284,96,144,3280000.0,8230000.0
2025-06-15,United States,Trinidad and Tobago,5,0,CONCACAF Championship,the United States,1703,1387,44,107,356700000.0,10100000.0
2025-06-15,Saudi Arabia,Haiti,1,0,CONCACAF Championship,the United States,1609,1480,59,84,27630000.0,56830000.0
2025-06-15,Costa Rica,Suriname,4,3,CONCACAF Championship,the United States,1669,1400,49,101,18700000.0,37650000.0
2025-06-16,Panama,Guadeloupe,5,2,CONCACAF Championship,the United States,1739,1366,38,118,32400000.0,12600000.0
2025-06-16,Guatemala,Jamaica,1,0,CONCACAF Championship,the United States,1514,1556,79,70,5400000.0,53850000.0
2025-06-17,Canada,Honduras,6,0,CONCACAF Championship,Canada,1799,1548,27,73,129050000.0,16300000.0
2025-06-17,Curaçao,El Salvador,0,0,CONCACAF Championship,the United States,1389,1389,105,105,28680000.0,6960000.0
2025-06-18,Mexico,Suriname,2,0,CONCACAF Championship,the United States,1821,1394,24,104,79800000.0,37650000.0
2025-06-18,Costa Rica,Dominican Republic,2,1,CONCACAF Championship,the United States,1674,1281,49,144,18700000.0,18030000.0
2025-06-19,United States,Saudi Arabia,1,0,CONCACAF Championship,the United States,1715,1597,41,63,356700000.0,27630000.0
2025-06-19,Haiti,Trinidad and Tobago,1,1,CONCACAF Championship,the United States,1473,1394,86,104,56830000.0,10100000.0
2025-06-20,Panama,Guatemala,1,0,CONCACAF Championship,the United States,1750,1503,35,80,32400000.0,5400000.0
2025-06-20,Jamaica,Guadeloupe,2,1,CONCACAF Championship,the United States,1569,1353,68,121,53850000.0,12600000.0
2025-06-21,Canada,Curaçao,1,1,CONCACAF Championship,the United States,1778,1410,30,98,129050000.0,28680000.0
2025-06-21,Honduras,El Salvador,2,0,CONCACAF Championship,the United States,1569,1368,68,117,16300000.0,6960000.0
2025-06-22,United States,Haiti,2,1,CONCACAF Championship,the United States,1721,1467,40,86,356700000.0,56830000.0
2025-06-22,Saudi Arabia,Trinidad and Tobago,1,1,CONCACAF Championship,the United States,1584,1407,65,99,27630000.0,10100000.0
2025-06-22,Dominican Republic,Suriname,0,0,CONCACAF Championship,the United States,1289,1386,141,107,18030000.0,37650000.0
2025-06-22,Costa Rica,Mexico,0,0,CONCACAF Championship,the United States,1684,1811,47,25,18700000.0,79800000.0
2025-06-24,Panama,Jamaica,4,1,CONCACAF Championship,the United States,1773,1546,32,73,32400000.0,53850000.0
2025-06-24,Honduras,Curaçao,2,1,CONCACAF Championship,the United States,1583,1396,66,103,16300000.0,28680000.0
2025-06-24,Guatemala,Guadeloupe,3,2,CONCACAF Championship,the United States,1518,1338,77,124,5400000.0,12600000.0
2025-06-24,Canada,El Salvador,2,0,CONCACAF Championship,the United States,1784,1362,30,119,129050000.0,6960000.0
2025-06-28,Panama,Honduras,1,1,CONCACAF Championship,the United States,1761,1595,33,63,32400000.0,16300000.0
2025-06-28,Mexico,Saudi Arabia,2,0,CONCACAF Championship,the United States,1827,1568,23,68,79800000.0,27630000.0
2025-06-29,United States,Costa Rica,2,2,CONCACAF Championship,the United States,1712,1693,41,46,356700000.0,18700000.0
2025-06-29,Canada,Guatemala,1,1,CONCACAF Championship,the United States,1768,1534,32,75,129050000.0,5400000.0
2025-07-02,Mexico,Honduras,1,0,CONCACAF Championship,the United States,1837,1585,21,65,79800000.0,16300000.0
2025-07-02,United States,Guatemala,2,1,CONCACAF Championship,the United States,1720,1526,40,75,356700000.0,5400000.0
2025-07-06,Malawi,Botswana,1,1,Independence Cup,Malawi,1256,1352,151,121,2049999.0,3080000.0
2025-07-07,South Korea,China,3,0,East Asian Championship,South Korea,1774,1399,31,101,142200000.0,12480000.0
2025-07-08,Japan,Hong Kong,6,1,East Asian Championship,South Korea,1858,1146,17,164,263899999.0,3600000.0
2025-07-11,South Korea,Hong Kong,2,0,East Asian Championship,South Korea,1775,1145,31,164,142200000.0,3600000.0
2025-07-12,Japan,China,2,0,East Asian Championship,South Korea,1862,1395,16,104,263899999.0,12480000.0
2025-07-15,South Korea,Japan,0,1,East Asian Championship,South Korea,1754,1883,34,13,142200000.0,263899999.0
2025-07-15,China,Hong Kong,1,0,East Asian Championship,South Korea,1403,1137,100,166,12480000.0,3600000.0
2025-08-13,Turks and Caicos Islands,US Virgin Islands,1,1,Outrigger Challenger Cup,the United States,645,590,226,233,50000.0,0.0
2025-08-14,US Virgin Islands,Marshall Islands,4,0,Outrigger Challenger Cup,the United States,619,571,231,235,0.0,0.0
2025-08-16,Turks and Caicos Islands,Marshall Islands,3,2,Outrigger Challenger Cup,the United States,657,559,226,237,50000.0,0.0
2025-08-29,Iran,Afghanistan,3,1,Central Asian Nations Cup,Tajikistan,1802,1056,26,179,34680000.0,325000.0
2025-08-29,Tajikistan,India,1,2,Central Asian Nations Cup,Tajikistan,1256,1174,150,162,7700000.0,4800000.0
2025-08-30,Uzbekistan,Oman,1,1,Central Asian Nations Cup,Uzbekistan,1693,1515,45,79,79280000.0,6100000.0
2025-08-30,Kyrgyzstan,Turkmenistan,1,1,Central Asian Nations Cup,Uzbekistan,1327,1256,128,150,7580000.0,2950000.0
2025-09-01,Tajikistan,Afghanistan,2,0,Central Asian Nations Cup,Tajikistan,1265,1047,147,179,7700000.0,325000.0
2025-09-01,Iran,India,3,0,Central Asian Nations Cup,Tajikistan,1804,1172,26,162,34680000.0,4800000.0
2025-09-02,Uzbekistan,Turkmenistan,2,1,Central Asian Nations Cup,Uzbekistan,1695,1254,45,152,79280000.0,2950000.0
2025-09-02,Oman,Kyrgyzstan,2,1,Central Asian Nations Cup,Uzbekistan,1525,1317,76,134,6100000.0,7580000.0
2025-09-03,Gabon,Seychelles,4,0,World Cup qualifier,Mauritius,1462,849,87,203,34450000.0,1030000.0
2025-09-04,Algeria,Botswana,3,1,World Cup qualifier,Algeria,1708,1348,41,122,227850000.0,3080000.0
2025-09-04,Slovakia,Germany,2,0,World Cup qualifier,Slovakia,1707,1871,42,14,130550000.0,773500000.0
2025-09-04,Netherlands,Poland,1,1,World Cup qualifier,the Netherlands,1959,1698,7,44,766000000.0,214000000.0
2025-09-04,Luxembourg,Northern Ireland,1,3,World Cup qualifier,Luxembourg,1426,1591,95,63,32900000.0,79880000.0
2025-09-04,Liechtenstein,Belgium,0,6,World Cup qualifier,Liechtenstein,904,1847,200,19,600000.0,558200000.0
2025-09-04,Kazakhstan,Wales,0,1,World Cup qualifier,Kazakhstan,1393,1735,108,38,17700000.0,199050000.0
2025-09-04,Georgia,Turkey,2,3,World Cup qualifier,Georgia,1691,1855,48,18,199050000.0,522700000.0
2025-09-04,Uruguay,Peru,3,0,World Cup qualifier,Uruguay,1914,1730,10,39,362450000.0,28900000.0
2025-09-04,Suriname,Panama,0,0,World Cup qualifier,Suriname,1399,1748,102,36,37650000.0,32400000.0
2025-09-04,Guatemala,El Salvador,0,1,World Cup qualifier,Guatemala,1493,1395,82,106,5400000.0,6960000.0
2025-09-04,Angola,Libya,0,1,World Cup qualifier,Angola,1571,1420,69,97,52200000.0,11430000.0
2025-09-04,Paraguay,Ecuador,0,0,World Cup qualifier,Paraguay,1824,1907,24,11,134450000.0,366730000.0
2025-09-04,Colombia,Bolivia,3,0,World Cup qualifier,Colombia,1957,1657,8,52,300500000.0,19280000.0
2025-09-04,Brazil,Chile,3,0,World Cup qualifier,Brazil,2007,1683,5,49,908700000.0,72700000.0
2025-09-04,Argentina,Venezuela,3,0,World Cup qualifier,Argentina,2136,1741,2,37,761200000.0,62780000.0
2025-09-04,Bulgaria,Spain,0,3,World Cup qualifier,Bulgaria,1450,2159,91,1,29750000.0,1310000000.0
2025-09-04,Cameroon,Eswatini,3,0,World Cup qualifier,Cameroon,1597,1213,62,160,197400000.0,1080000.0
2025-09-04,Lithuania,Malta,1,1,World Cup qualifier,Lithuania,1285,1258,142,149,18550000.0,14750000.0
2025-09-04,Equatorial Guinea,Sao Tome and Principe,3,2,World Cup qualifier,Morocco,1483,1035,84,184,12050000.0,1430000.0
2025-09-04,Thailand,Fiji,3,0,King's Cup,Thailand,1362,1216,120,158,6380000.0,2450000.0
2025-09-04,Iraq,Hong Kong,2,1,King's Cup,Thailand,1553,1134,71,167,19780000.0,3600000.0
2025-09-04,Afghanistan,India,0,0,Central Asian Nations Cup,Tajikistan,1054,1165,179,163,325000.0,4800000.0
2025-09-04,Tunisia,Liberia,3,0,World Cup qualifier,Tunisia,1618,1257,59,150,66550000.0,14150000.0
2025-09-04,Chad,Ghana,1,1,World Cup qualifier,Chad,1162,1466,164,86,6100000.0,220780000.0
2025-09-04,Mauritius,Cape Verde,0,2,World Cup qualifier,Mauritius,1087,1526,175,75,850000.0,53430000.0
2025-09-04,Mali,Comoros,3,0,World Cup qualifier,Morocco,1620,1406,58,100,35700000.0,3280000.0
2025-09-04,Madagascar,Central African Republic,2,0,World Cup qualifier,Morocco,1313,1248,135,153,8230000.0,6980000.0
2025-09-04,Guinea-Bissau,Sierra Leone,1,1,World Cup qualifier,Guinea-Bissau,1262,1327,148,128,41400000.0,13430000.0
2025-09-04,Tajikistan,Iran,2,2,Central Asian Nations Cup,Tajikistan,1282,1787,144,27,7700000.0,34680000.0
2025-09-05,Switzerland,Kosovo,4,0,World Cup qualifier,Switzerland,1854,1600,18,60,317600000.0,114280000.0
2025-09-05,Slovenia,Sweden,2,2,World Cup qualifier,Slovenia,1747,1765,36,33,143850000.0,435380000.0
2025-09-05,Montenegro,Czechia,0,2,World Cup qualifier,Montenegro,1494,1768,81,32,60130000.0,179080000.0
2025-09-05,Moldova,Israel,0,4,World Cup qualifier,Moldova,1302,1646,135,53,10530000.0,86900000.0
2025-09-05,Italy,Estonia,5,0,World Cup qualifier,Italy,1884,1364,12,115,833500000.0,7000000.0
2025-09-05,Iceland,Azerbaijan,5,0,World Cup qualifier,Iceland,1563,1352,70,120,74000000.0,16230000.0
2025-09-05,Greece,Belarus,5,1,World Cup qualifier,Greece,1843,1487,22,83,315600000.0,14000000.0
2025-09-05,Trinidad and Tobago,Curaçao,0,0,World Cup qualifier,Trinidad and Tobago,1401,1402,103,102,10100000.0,28680000.0
2025-09-05,Faroe Islands,Croatia,0,1,World Cup qualifier,the Faroe Islands,1273,1928,147,9,4950000.0,357300000.0
2025-09-05,Denmark,Scotland,0,0,World Cup qualifier,Denmark,1852,1729,19,40,368000000.0,207830000.0
2025-09-05,Nicaragua,Costa Rica,1,1,World Cup qualifier,Nicaragua,1338,1680,125,49,2580000.0,18700000.0
2025-09-05,Haiti,Honduras,0,0,World Cup qualifier,Curaçao,1474,1578,85,67,56830000.0,16300000.0
2025-09-05,Bermuda,Jamaica,0,4,World Cup qualifier,Bermuda,1155,1559,164,71,375000.0,53850000.0
2025-09-05,Benin,Zimbabwe,1,0,World Cup qualifier,Ivory Coast,1426,1379,94,112,17080000.0,7100000.0
2025-09-05,France,Ukraine,2,0,World Cup qualifier,Poland,2066,1788,3,26,1470000000.0,288200000.0
2025-09-05,Burkina Faso,Djibouti,6,0,World Cup qualifier,Guinea-Bissau,1505,926,79,194,121230000.0,575000.0
2025-09-05,Mauritania,Togo,2,0,World Cup qualifier,Mauritania,1358,1345,117,122,23600000.0,29680000.0
2025-09-05,Egypt,Ethiopia,2,0,World Cup qualifier,Egypt,1669,1276,50,146,108830000.0,2780000.0
2025-09-05,Uzbekistan,Kyrgyzstan,4,0,Central Asian Nations Cup,Uzbekistan,1699,1313,44,133,79280000.0,7580000.0
2025-09-05,Oman,Turkmenistan,2,1,Central Asian Nations Cup,Uzbekistan,1532,1247,75,153,6100000.0,2950000.0
2025-09-05,Congo,Tanzania,1,1,World Cup qualifier,Congo,1227,1392,154,108,2600000.0,7530000.0
2025-09-05,South Sudan,DR Congo,1,4,World Cup qualifier,South Sudan,1124,1591,171,63,1600000.0,153500000.0
2025-09-05,Uganda,Mozambique,4,0,World Cup qualifier,Uganda,1413,1400,99,104,8750000.0,30100000.0
2025-09-05,Senegal,Sudan,2,0,World Cup qualifier,Senegal,1788,1392,26,108,474000000.0,3250000.0
2025-09-05,Morocco,Niger,5,0,World Cup qualifier,Morocco,1815,1334,25,128,456000000.0,9980000.0
2025-09-05,Malawi,Namibia,2,1,World Cup qualifier,Botswana,1283,1353,144,119,2049999.0,2080000.0
2025-09-05,Kenya,Gambia,1,3,World Cup qualifier,Kenya,1338,1424,125,96,10930000.0,72280000.0
2025-09-05,Ivory Coast,Burundi,1,0,World Cup qualifier,Ivory Coast,1591,1288,63,141,514900000.0,12450000.0
2025-09-05,Guinea,Somalia,3,0,World Cup qualifier,Uganda,1453,908,90,198,74250000.0,860000.0
2025-09-05,South Africa,Lesotho,3,0,World Cup qualifier,South Africa,1529,1216,76,157,41150000.0,675000.0
2025-09-06,Latvia,Serbia,0,1,World Cup qualifier,Latvia,1298,1840,136,23,17530000.0,296500000.0
2025-09-06,Armenia,Portugal,0,5,World Cup qualifier,Armenia,1384,2033,110,4,40380000.0,968500000.0
2025-09-06,England,Andorra,2,0,World Cup qualifier,England,1984,1066,6,177,1620000000.0,3340000.0
2025-09-06,Ireland,Hungary,2,2,World Cup qualifier,Ireland,1631,1703,54,43,144080000.0,210800000.0
2025-09-06,San Marino,Bosnia and Herzegovina,0,6,World Cup qualifier,San Marino,842,1526,205,77,1120000.0,133400000.0
2025-09-06,Austria,Cyprus,1,0,World Cup qualifier,Austria,1846,1298,21,136,258300000.0,19100000.0
2025-09-06,Sri Lanka,Maldives,0,3,South Asian Super Cup,Sri Lanka,752,870,213,203,885000.0,950000.0
2025-09-06,Nigeria,Rwanda,1,0,World Cup qualifier,Nigeria,1581,1315,66,132,218080000.0,6800000.0
2025-09-07,Belgium,Kazakhstan,6,0,World Cup qualifier,Belgium,1850,1390,19,109,558200000.0,17700000.0
2025-09-07,Germany,Northern Ireland,3,1,World Cup qualifier,Germany,1877,1585,14,65,773500000.0,79880000.0
2025-09-07,Luxembourg,Slovakia,0,1,World Cup qualifier,Luxembourg,1416,1717,99,41,32900000.0,130550000.0
2025-09-07,North Macedonia,Liechtenstein,5,0,World Cup qualifier,North Macedonia,1623,903,57,200,38680000.0,600000.0
2025-09-07,Poland,Finland,3,1,World Cup qualifier,Poland,1710,1542,42,74,214000000.0,41700000.0
2025-09-07,Lithuania,Netherlands,2,3,World Cup qualifier,Lithuania,1284,1960,143,7,18550000.0,766000000.0
2025-09-07,Georgia,Bulgaria,3,0,World Cup qualifier,Georgia,1700,1441,45,92,199050000.0,29750000.0
2025-09-07,Comoros,Central African Republic,2,0,World Cup qualifier,Morocco,1423,1231,97,153,3280000.0,6980000.0
2025-09-07,Hong Kong,Fiji,8,0,King's Cup,Thailand,1178,1172,160,162,3600000.0,2450000.0
2025-09-07,Thailand,Iraq,0,1,King's Cup,Thailand,1351,1564,120,70,6380000.0,19780000.0
2025-09-07,Turkey,Spain,0,6,World Cup qualifier,Turkey,1835,2179,23,1,522700000.0,1310000000.0
2025-09-08,Equatorial Guinea,Tunisia,0,1,World Cup qualifier,Equatorial Guinea,1465,1636,87,54,12050000.0,66550000.0
2025-09-08,Algeria,Guinea,0,0,World Cup qualifier,Morocco,1695,1466,46,86,227850000.0,74250000.0
2025-09-08,Switzerland,Slovenia,3,0,World Cup qualifier,Switzerland,1870,1731,16,38,317600000.0,143850000.0
2025-09-08,Scotland,Belarus,2,0,World Cup qualifier,Hungary,1741,1475,34,84,207830000.0,14000000.0
2025-09-08,Kosovo,Sweden,2,0,World Cup qualifier,Kosovo,1636,1729,54,40,114280000.0,435380000.0
2025-09-08,Gibraltar,Faroe Islands,0,1,World Cup qualifier,Gibraltar,1032,1286,184,142,1380000.0,4950000.0
2025-09-08,Greece,Denmark,0,3,World Cup qualifier,Greece,1799,1896,25,12,315600000.0,368000000.0
2025-09-08,Croatia,Montenegro,4,0,World Cup qualifier,Croatia,1931,1491,9,81,357300000.0,60130000.0
2025-09-08,Panama,Guatemala,1,1,World Cup qualifier,Panama,1733,1508,37,79,32400000.0,5400000.0
2025-09-08,El Salvador,Suriname,1,2,World Cup qualifier,El Salvador,1370,1424,114,96,6960000.0,37650000.0
2025-09-08,Italy,Israel,5,4,World Cup qualifier,Hungary,1892,1638,13,53,833500000.0,86900000.0
2025-09-08,Guinea-Bissau,Djibouti,2,0,World Cup qualifier,Guinea-Bissau,1267,921,148,195,41400000.0,575000.0
2025-09-08,Ghana,Mali,1,0,World Cup qualifier,Ghana,1489,1597,82,61,220780000.0,35700000.0
2025-09-08,Madagascar,Chad,3,1,World Cup qualifier,Morocco,1331,1144,128,165,8230000.0,6100000.0
2025-09-08,Libya,Eswatini,2,0,World Cup qualifier,Libya,1429,1204,94,159,11430000.0,1080000.0
2025-09-08,India,Oman,1,1,Central Asian Nations Cup,Tajikistan,1181,1516,160,78,4800000.0,6100000.0
2025-09-08,Zambia,Morocco,0,2,World Cup qualifier,Zambia,1375,1823,111,24,14630000.0,456000000.0
2025-09-08,Uganda,Somalia,2,0,World Cup qualifier,Uganda,1415,906,102,199,8750000.0,860000.0
2025-09-08,Mozambique,Botswana,2,0,World Cup qualifier,Mozambique,1418,1330,100,129,30100000.0,3080000.0
2025-09-08,Malawi,Liberia,2,2,World Cup qualifier,Malawi,1276,1264,146,149,2049999.0,14150000.0
2025-09-08,Uzbekistan,Iran,1,0,Central Asian Nations Cup,Uzbekistan,1718,1768,41,32,79280000.0,34680000.0
2025-09-09,Azerbaijan,Ukraine,1,1,World Cup qualifier,Azerbaijan,1367,1773,113,31,16230000.0,288200000.0
2025-09-09,Angola,Mauritius,3,1,World Cup qualifier,Angola,1573,1085,69,175,52200000.0,850000.0
2025-09-09,Serbia,England,0,5,World Cup qualifier,Serbia,1805,2019,24,5,296500000.0,1620000000.0
2025-09-09,Norway,Moldova,11,1,World Cup qualifier,Norway,1870,1300,15,137,504000000.0,10530000.0
2025-09-09,Hungary,Portugal,2,3,World Cup qualifier,Hungary,1695,2041,46,4,210800000.0,968500000.0
2025-09-09,France,Iceland,2,1,World Cup qualifier,France,2067,1562,3,72,1470000000.0,74000000.0
2025-09-09,Cyprus,Romania,2,2,World Cup qualifier,Cyprus,1311,1650,135,52,19100000.0,97200000.0
2025-09-09,Bosnia and Herzegovina,Austria,1,2,World Cup qualifier,Bosnia and Herzegovina,1517,1855,77,19,133400000.0,258300000.0
2025-09-09,Armenia,Ireland,2,1,World Cup qualifier,Armenia,1412,1603,103,59,40380000.0,144080000.0
2025-09-09,Peru,Paraguay,0,1,World Cup qualifier,Peru,1710,1844,42,21,28900000.0,134450000.0
2025-09-09,Jamaica,Trinidad and Tobago,2,0,World Cup qualifier,Jamaica,1570,1390,70,106,53850000.0,10100000.0
2025-09-09,Honduras,Nicaragua,2,0,World Cup qualifier,Honduras,1585,1331,64,129,16300000.0,2580000.0
2025-09-09,Curaçao,Bermuda,3,2,World Cup qualifier,Curaçao,1407,1150,104,164,28680000.0,375000.0
2025-09-09,Costa Rica,Haiti,3,3,World Cup qualifier,Costa Rica,1666,1488,50,83,18700000.0,56830000.0
2025-09-09,Venezuela,Colombia,3,6,World Cup qualifier,Venezuela,1717,1981,40,6,62780000.0,300500000.0
2025-09-09,Ecuador,Argentina,1,0,World Cup qualifier,Ecuador,1934,2109,9,2,366730000.0,761200000.0
2025-09-09,Chile,Uruguay,0,0,World Cup qualifier,Chile,1690,1907,48,11,72700000.0,362450000.0
2025-09-09,Bolivia,Brazil,1,0,World Cup qualifier,Bolivia,1689,1975,49,7,19280000.0,908700000.0
2025-09-09,Benin,Lesotho,4,0,World Cup qualifier,Ivory Coast,1443,1199,92,159,17080000.0,675000.0
2025-09-09,Albania,Latvia,1,0,World Cup qualifier,Albania,1631,1295,57,138,81750000.0,17530000.0
2025-09-09,Burkina Faso,Egypt,0,0,World Cup qualifier,Burkina Faso,1509,1665,79,51,121230000.0,108830000.0
2025-09-09,DR Congo,Senegal,2,3,World Cup qualifier,DR Congo,1576,1803,68,25,153500000.0,474000000.0
2025-09-09,Sri Lanka,Maldives,1,1,South Asian Super Cup,Sri Lanka,753,869,213,203,885000.0,950000.0
2025-09-09,Cape Verde,Cameroon,1,0,World Cup qualifier,Cape Verde,1544,1579,74,67,53430000.0,197400000.0
2025-09-09,Togo,Sudan,1,0,World Cup qualifier,Togo,1362,1375,117,108,29680000.0,3250000.0
